INCIDENT_ID,INCIDENT_TYPE_E,INCIDENT_TYPE_F,RECEIPT_DT,SOURCE_OF_RECALL_E,SOURCE_OF_RECALL_F,HAZARD_SEVERITY_CODE_E,HAZARD_SEVERITY_CODE_F,INC_AWARE_DT,MANDATORY_RPT,INCIDENT_DT,TRADE_NAME,PREF_NAME_CODE,RISK_CLASSIFICATION,USAGE_CODE_TERM_E,COMPANY_NAME,ROLE_E
917988,Mandatory problem report,Déclaration d'incident obligatoire,2025-04-21,Canada,Canada,INJURY,BLESSURE,2019-11-05,10.0,2019-08-31,T:SLIM X2 INSULIN PUMP,80LZG,3,UNDEFINED,"TANDEM DIABETES CARE, INC.; TANDEM DIABETES CARE CANADA, INC.",(MANUFACTURER); (IMPORTER)
1062634,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-01,Canada,Canada,INJURY,BLESSURE,2023-08-31,10.0,2023-08-14,TAPERED SCREW - VENT IMPLANT MTX FULL,76DZE,3,DENTAL,"ZIMMER DENTAL INC.; ZIMMER BIOMET DENTAL CANADA, INC.",(MANUFACTURER); (IMPORTER)
1077994,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-13,Canada,Canada,INJURY,BLESSURE,2023-10-04,30.0,2023-10-04,TAYLOR SPATIAL FRAME SYSTEM,87ALZ,3,ORTHOPAEDICS,HOSPITAL / HÔPITAL; SMITH & NEPHEW INC.,(HOSPITAL); (MANUFACTURER)
1107459,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-19,Canada,Canada,INJURY,BLESSURE,2024-07-02,10.0,2024-07-02,GOLD-TITE SQUARE UNISCREW,76NHA,3,DENTAL,"BIOMET 3I, LLC; ZIMMER BIOMET DENTAL CANADA, INC.",(MANUFACTURER); (IMPORTER)
1113188,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-02,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-05,30.0,2024-07-08,HAMILTON-T1,73SEX,3,ANESTHESIOLOGY,HOSPITAL / HÔPITAL; BOMIMED INC.; HAMILTON MEDICAL AG,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1113189,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-27,10.0,,NATRELLE INSPIRA SSX TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113196,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2024-08-28,JUVEDERM ULTRA XC,79ADK,3,GENERAL & PLASTIC SURGERY,ALLERGAN; ABBVIE CORPORATION,(MANUFACTURER); (IMPORTER)
1113198,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-27,10.0,2024-08-27,SAEED SIX SHOOTER MULTI-BAND LIGATOR,78FHN,2,GASTROENTEROLOGY & UROLOGY,"HOSPITAL / HÔPITAL; COOK (CANADA), INC.; WILSON-COOK MEDICAL, INC.",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1113207,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-27,10.0,2024-08-13,UNKNOWN BREAST IMPLANT,79ZZZ,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113211,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-28,10.0,2024-08-28,GETINGE STEAM STERILIZER,80FLE,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; GETINGE IC PRODUCTION POLAND SP. Z.O.O.; GETINGE CANADA LTD.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1113224,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2024-08-11,SERVO-I VENTILATOR SYSTEM,73CBK,3,ANESTHESIOLOGY,HOSPITAL / HÔPITAL; MAQUET CRITICAL CARE AB; GETINGE CANADA LTD.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1113225,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-27,10.0,2024-07-16,T:SLIM X2 CARTRIDGE,80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113233,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-27,10.0,2024-08-13,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113302,Mandatory problem report linked to a recall,Déclaration d'incident obligatoire lié à un rappel,2024-09-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-28,10.0,2023-08-15,NATRELLE INSPIRA TSF TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,ALLERGAN; ABBVIE CORPORATION,(MANUFACTURER); (IMPORTER)
1113306,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2020-01-01,NATRELLE 410FF TRUFORM SILICONE - FILLED BREAST IMPLANT,79FTR,4,GENERAL & PLASTIC SURGERY,ALLERGAN; ABBVIE CORPORATION,(MANUFACTURER); (IMPORTER)
1113319,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-26,10.0,2024-08-25,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113332,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-26,10.0,2024-08-26,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113333,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2013-01-01,STYLE 20 SILICONE - FILLED BREAST IMPLANTS - SMOOTH ROUND,79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113347,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2022-07-21,NATRELLE INSPIRA SSX TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113348,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-27,10.0,2024-08-20,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113354,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-27,10.0,2024-08-12,STYLE 68HP SMOOTH ROUND SALINE-FILLED BREAST IMPLANT HIGH PROFILE,79AVO,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113364,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-30,10.0,2023-01-01,NATRELLE INSPIRA SSLP TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113373,Mandatory problem report linked to a recall,Déclaration d'incident obligatoire lié à un rappel,2024-09-02,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-07,30.0,,NOVUM IQ LARGE VOLUME PUMP,80FRN,3,GENERAL HOSPITAL,BAXTER CORPORATION; BAXTER HEALTHCARE CORPORATION,(IMPORTER); (MANUFACTURER)
1113389,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-29,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-07-22,30.0,2024-07-22,LIFEPAK 15 MONITOR/DEFIBRILLATOR,74MKJ,4,CARDIOVASCULAR,"HOSPITAL / HÔPITAL; STRYKER CANADA ULC; PHYSIO-CONTROL, INC.",(HOSPITAL); (IMPORTER); (MANUFACTURER)
1113391,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-04,30.0,2024-06-02,JOERNS HEALTHCARE EASYCARE BED,80FNL,1,UNDEFINED,JOERNS HEALTHCARE CANADA INC.; JOERNS HEALTHCARE,(IMPORTER); (MANUFACTURER)
1113401,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-30,10.0,2024-08-12,"STYLE 68 SMOOTH, ROUND SALINE-FILLED BREAST IMPLANT W/FILL TUBE & BIOCELL S",79AVO,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113409,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-30,10.0,2024-08-30,"T:SLIM/CONTROL-IQ, REPLACEMENT",80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113415,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-30,10.0,2024-08-30,"T:SLIM/CONTROL-IQ, REPLACEMENT",80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113421,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-26,10.0,2024-08-16,ACUITY X4 STRAIGHT,74AAI,4,CARDIOVASCULAR,HOSPITAL / HÔPITAL; BOSTON SCIENTIFIC LTD.; BOSTON SCIENTIFIC CORPORATION,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1113479,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,,UNKNOWN RENAL DISPOSABLE WITH CASSETTE BAXTER,78KPF,2,UNDEFINED,BAXTER CORPORATION,(IMPORTER)
1113483,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2024-08-27,NATRELLE INSPIRA SSX TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,ALLERGAN; ABBVIE CORPORATION,(MANUFACTURER); (IMPORTER)
1113495,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2022-01-01,NATRELLE INSPIRA SSF TRUFORM 2 (SOFT TOUCH),79FTR,4,GENERAL & PLASTIC SURGERY,"ABBVIE CORPORATION; ALLERGAN SALES, LLC ALSO DOING BUSINESS AS ALLERGAN",(IMPORTER); (MANUFACTURER)
1113502,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-29,10.0,2024-07-11,INSPIRA - TEXTURED SOFT TOUCH BREAST IMPLANT; NATRELLE INSPIRA TSF TRUFORM 2 (SOFT TOUCH),79ZZZ; 79FTR,4,GENERAL & PLASTIC SURGERY,ALLERGAN; ABBVIE CORPORATION,(MANUFACTURER); (IMPORTER)
1113518,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,DEATH,MORT,2024-08-26,10.0,2024-08-26,NEUTRINO NXT HF CARDIAC RESYNCHRONIZATION THERAPY DEFIBRILLATOR,74LWS,4,CARDIOVASCULAR,HOSPITAL / HÔPITAL; ABBOTT MEDICAL CANADA CO.; ABBOTT MEDICAL,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1113531,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-26,10.0,2024-08-17,"T:SLIM, T:LOCK, CARTRIDGE, 10 PACK, INTERNATIONAL",80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113533,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-26,10.0,2024-08-22,"T:SLIM, T:LOCK, CARTRIDGE, 10 PACK, INTERNATIONAL",80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113538,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-05,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-06,30.0,,UNKNOWN MENTOR GEL BREAST IMPLANT,79FTR,0,UNDEFINED,"JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.; MENTOR",(IMPORTER); (MANUFACTURER)
1113543,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-27,10.0,2024-08-26,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113548,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-09,30.0,2024-08-08,HAMILTON-T1,73SEX,3,ANESTHESIOLOGY,HOSPITAL / HÔPITAL; HAMILTON MEDICAL AG,(HOSPITAL); (MANUFACTURER)
1113549,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-29,10.0,2024-05-29,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113551,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-27,10.0,2024-08-27,"T:SLIM/CONTROL-IQ, REPLACEMENT",80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113553,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-29,10.0,2024-08-28,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113558,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-27,10.0,2024-06-17,"T:SLIM, T:LOCK, CARTRIDGE, 10 PACK, INTERNATIONAL",80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113561,Voluntary problem report,Déclaration d'incident volontaire,2024-09-04,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-08-25,,2024-08-25,KANGAROO OMNI FEEDING SET WITH FLUSH BAG AND ENPLUS SPIKE,80LZH,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; CARDINAL HEALTH; CARDINAL HEALTH CANADA,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1113563,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-06,Canada,Canada,INJURY,BLESSURE,2024-08-14,30.0,2024-08-14,PLEUR-EVAC DRY SUCTION,80QJS,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; TELEFLEX MEDICAL,(HOSPITAL); (MANUFACTURER)
1113570,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-08,10.0,2024-08-08,UNKNOWN IMPLANTABLE HIP PROSTHESES,99ZZZ,0,UNDEFINED,"SMITH & NEPHEW, INC.",(IMPORTER); (MANUFACTURER)
1113579,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2024-08-27,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113582,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-29,30.0,2024-08-29,EVIS EXERA III VIDEO SYSTEM - COLONOVIDEOSCOPE,79VKP,2,GENERAL & PLASTIC SURGERY,HOSPITAL / HÔPITAL; OLYMPUS MEDICAL SYSTEMS CORP.,(HOSPITAL); (MANUFACTURER)
1113588,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-19,30.0,2024-08-17,PHENOM 27 CATHETER,74DQO,2,CARDIOVASCULAR,HOSPITAL / HÔPITAL; MEDTRONIC CANADA ULC; MICRO THERAPEUTICS INC. DBA EV3 NEUROVASCULAR,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1113589,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2024-08-26,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113594,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-20,30.0,2024-08-20,AVALON FETAL MONITOR FM30 - MAIN UNIT,85HEL,3,OBSTETRICS & GYNAECOLOGY,HOSPITAL / HÔPITAL; PHILIPS MEDIZIN SYSTEME BOBLINGEN GMBH,(HOSPITAL); (MANUFACTURER)
1113596,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-28,10.0,2024-08-28,T:SLIM X2 CARTRIDGE,80LZG,3,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113605,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-28,10.0,2024-08-28,"T:SLIM/CONTROL-IQ, REPLACEMENT",80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113607,Voluntary problem report,Déclaration d'incident volontaire,2024-09-06,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-09-06,,2024-09-06,EXTENSION SETS WITH INJECTION PORTS,80RCK,2,GENERAL HOSPITAL,MEDICAL SYSTEMS; SHARED HEALTH,(MANUFACTURER); (HOSPITAL)
1113608,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-28,10.0,2024-08-28,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113610,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-05,30.0,2024-08-04,BD ALARIS PUMP MODULE; BD ALARIS PCU,80FRN,3,GENERAL HOSPITAL,"HOSPITAL / HÔPITAL; CAREFUSION 303, INC.",(HOSPITAL); (MANUFACTURER)
1113621,Voluntary problem report,Déclaration d'incident volontaire,2024-09-04,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-08-25,,2024-08-25,VICRYL (POLYGLACTIN 910) ABSORBABLE SUTURE,79GAM,3,GENERAL & PLASTIC SURGERY,"HOSPITAL / HÔPITAL; ETHICON INC.; JOHNSON & JOHNSON MEDTECH, A DIV. OF JOHNSON & JOHNSON (CANADA), INC.",(HOSPITAL); (MANUFACTURER); (IMPORTER)
1113628,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-27,10.0,2024-08-23,ARCOS MODULAR REVISION HIP SYSTEM- STS DISTAL STEMS (150MM),87KWY,3,ORTHOPAEDICS,HOSPITAL / HÔPITAL; BIOMET ORTHOPEDICS; ZIMMER BIOMET CANADA INC.,(HOSPITAL); (MANUFACTURER); (IMPORTER)
1113639,Voluntary problem report,Déclaration d'incident volontaire,2024-09-04,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-08-24,,2024-08-24,KANGAROO OMNI FEEDING SET WITH FLUSH BAG AND ENPLUS SPIKE,80LZH,2,GENERAL HOSPITAL,HOSPITAL / HÔPITAL; CARDINAL HEALTH CANADA INC.; CARDINAL HEALTH,(HOSPITAL); (IMPORTER); (MANUFACTURER)
1113641,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,INJURY,BLESSURE,2024-08-30,10.0,2024-05-01,"T:SLIM/CONTROL-IQ, REPLACEMENT",80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113649,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-27,10.0,2024-08-20,T:SLIM/CONTROL-IQ,80LZG,4,GENERAL HOSPITAL,"TANDEM DIABETES CARE, INC.",(MANUFACTURER)
1113653,Mandatory problem report,Déclaration d'incident obligatoire,2024-09-06,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-08-26,30.0,2024-08-23,UNKNOWN GE HEALTHCARE MRI,90LNH,0,UNDEFINED,HOSPITAL / HÔPITAL,(HOSPITAL)
